"subjectID" "measurement" "activity" "average"
"140" 1 "fBodyAccJerk.std...Y" "SITTING" -0.982513909574468
"141" 1 "fBodyAccJerk.std...Y" "STANDING" -0.987018226792453
"142" 1 "fBodyAccJerk.std...Y" "WALKING" 0.106739857136
"143" 1 "fBodyAccJerk.std...Y" "WALKING_DOWNSTAIRS" -0.134580008877551
"144" 1 "fBodyAccJerk.std...Y" "WALKING_UPSTAIRS" -0.381777065283019
"145" 1 "fBodyAccJerk.std...Z" "LAYING" -0.9605869872
"146" 1 "fBodyAccJerk.std...Z" "SITTING" -0.988339184893617
"147" 1 "fBodyAccJerk.std...Z" "STANDING" -0.992349818113208
"148" 1 "fBodyAccJerk.std...Z" "WALKING" -0.534713440421053
"149" 1 "fBodyAccJerk.std...Z" "WALKING_DOWNSTAIRS" -0.401721464285714
"150" 1 "fBodyAccJerk.std...Z" "WALKING_UPSTAIRS" -0.726040200754717
"151" 1 "fBodyAccMag.mean.." "LAYING" -0.8617676481
"152" 1 "fBodyAccMag.mean.." "SITTING" -0.947782922553192
"153" 1 "fBodyAccMag.mean.." "STANDING" -0.985356361132075
"154" 1 "fBodyAccMag.mean.." "WALKING" -0.128623450629474
"155" 1 "fBodyAccMag.mean.." "WALKING_DOWNSTAIRS" 0.0965845343040816
"156" 1 "fBodyAccMag.mean.." "WALKING_UPSTAIRS" -0.352395944716981
"157" 1 "fBodyAccMag.meanFreq.." "LAYING" 0.08640856294
"158" 1 "fBodyAccMag.meanFreq.." "SITTING" 0.236655011680851
"159" 1 "fBodyAccMag.meanFreq.." "STANDING" 0.284555290773585
"160" 1 "fBodyAccMag.meanFreq.." "WALKING" 0.1906437244
"161" 1 "fBodyAccMag.meanFreq.." "WALKING_DOWNSTAIRS" 0.119187142767959
"162" 1 "fBodyAccMag.meanFreq.." "WALKING_UPSTAIRS" -0.0977433496415094
"163" 1 "fBodyAccMag.std.." "LAYING" -0.7983009404
"164" 1 "fBodyAccMag.std.." "SITTING" -0.928444801702128
"165" 1 "fBodyAccMag.std.." "STANDING" -0.982313804716981
"166" 1 "fBodyAccMag.std.." "WALKING" -0.398032586842105
"167" 1 "fBodyAccMag.std.." "WALKING_DOWNSTAIRS" -0.186530301073469
"168" 1 "fBodyAccMag.std.." "WALKING_UPSTAIRS" -0.416260101509434
"169" 1 "fBodyBodyAccJerkMag.mean.." "LAYING" -0.9333003608
"170" 1 "fBodyBodyAccJerkMag.mean.." "SITTING" -0.985262126808511
"171" 1 "fBodyBodyAccJerkMag.mean.." "STANDING" -0.99254247754717
"172" 1 "fBodyBodyAccJerkMag.mean.." "WALKING" -0.0571194000343158
"173" 1 "fBodyBodyAccJerkMag.mean.." "WALKING_DOWNSTAIRS" 0.0262184949326531
"174" 1 "fBodyBodyAccJerkMag.mean.." "WALKING_UPSTAIRS" -0.44265216245283
"175" 1 "fBodyBodyAccJerkMag.meanFreq.." "LAYING" 0.26639115416
"176" 1 "fBodyBodyAccJerkMag.meanFreq.." "SITTING" 0.351852201957447
"177" 1 "fBodyBodyAccJerkMag.meanFreq.." "STANDING" 0.422220102264151
"178" 1 "fBodyBodyAccJerkMag.meanFreq.." "WALKING" 0.0938221807027368
"179" 1 "fBodyBodyAccJerkMag.meanFreq.." "WALKING_DOWNSTAIRS" 0.0764915474326531
"180" 1 "fBodyBodyAccJerkMag.meanFreq.." "WALKING_UPSTAIRS" 0.085352409154717
"181" 1 "fBodyBodyAccJerkMag.std.." "LAYING" -0.9218039756
"182" 1 "fBodyBodyAccJerkMag.std.." "SITTING" -0.981606177446808
"183" 1 "fBodyBodyAccJerkMag.std.." "STANDING" -0.992536003396226
"184" 1 "fBodyBodyAccJerkMag.std.." "WALKING" -0.103492403002105
"185" 1 "fBodyBodyAccJerkMag.std.." "WALKING_DOWNSTAIRS" -0.104052260726531
"186" 1 "fBodyBodyAccJerkMag.std.." "WALKING_UPSTAIRS" -0.533059853773585
"187" 1 "fBodyBodyGyroJerkMag.mean.." "LAYING" -0.9423669466
"188" 1 "fBodyBodyGyroJerkMag.mean.." "SITTING" -0.989797547234043
"189" 1 "fBodyBodyGyroJerkMag.mean.." "STANDING" -0.994815376981132
"190" 1 "fBodyBodyGyroJerkMag.mean.." "WALKING" -0.319308593778947
"191" 1 "fBodyBodyGyroJerkMag.mean.." "WALKING_DOWNSTAIRS" -0.281963359177551
"192" 1 "fBodyBodyGyroJerkMag.mean.." "WALKING_UPSTAIRS" -0.634665082075472
"193" 1 "fBodyBodyGyroJerkMag.meanFreq.." "LAYING" 0.17648590708
"194" 1 "fBodyBodyGyroJerkMag.meanFreq.." "SITTING" 0.184775928085106
"195" 1 "fBodyBodyGyroJerkMag.meanFreq.." "STANDING" 0.334498734301887
"196" 1 "fBodyBodyGyroJerkMag.meanFreq.." "WALKING" 0.190663448793684
"197" 1 "fBodyBodyGyroJerkMag.meanFreq.." "WALKING_DOWNSTAIRS" 0.190000706165102
"198" 1 "fBodyBodyGyroJerkMag.meanFreq.." "WALKING_UPSTAIRS" 0.114277342454717
"199" 1 "fBodyBodyGyroJerkMag.std.." "LAYING" -0.9326606676
"200" 1 "fBodyBodyGyroJerkMag.std.." "SITTING" -0.987049617234043
"201" 1 "fBodyBodyGyroJerkMag.std.." "STANDING" -0.994671123207547
"202" 1 "fBodyBodyGyroJerkMag.std.." "WALKING" -0.381601911789474
"203" 1 "fBodyBodyGyroJerkMag.std.." "WALKING_DOWNSTAIRS" -0.391919876612245
"204" 1 "fBodyBodyGyroJerkMag.std.." "WALKING_UPSTAIRS" -0.693930521509434
"205" 1 "fBodyBodyGyroMag.mean.." "LAYING" -0.8621901854
"206" 1 "fBodyBodyGyroMag.mean.." "SITTING" -0.958435589361702
"207" 1 "fBodyBodyGyroMag.mean.." "STANDING" -0.984617623396226
"208" 1 "fBodyBodyGyroMag.mean.." "WALKING" -0.199252568986316
"209" 1 "fBodyBodyGyroMag.mean.." "WALKING_DOWNSTAIRS" -0.185720285744898
"210" 1 "fBodyBodyGyroMag.mean.." "WALKING_UPSTAIRS" -0.325961457396226
"211" 1 "fBodyBodyGyroMag.meanFreq.." "LAYING" -0.1397750127
"212" 1 "fBodyBodyGyroMag.meanFreq.." "SITTING" -0.000262186717021277
"213" 1 "fBodyBodyGyroMag.meanFreq.." "STANDING" -0.0286057725328302
"214" 1 "fBodyBodyGyroMag.meanFreq.." "WALKING" 0.268844367525895
"215" 1 "fBodyBodyGyroMag.meanFreq.." "WALKING_DOWNSTAIRS" 0.349613895469388
"216" 1 "fBodyBodyGyroMag.meanFreq.." "WALKING_UPSTAIRS" -0.219303376110566
"217" 1 "fBodyBodyGyroMag.std.." "LAYING" -0.82431943968
"218" 1 "fBodyBodyGyroMag.std.." "SITTING" -0.932198374893617
"219" 1 "fBodyBodyGyroMag.std.." "STANDING" -0.978466072075472
"220" 1 "fBodyBodyGyroMag.std.." "WALKING" -0.321017953894737
"221" 1 "fBodyBodyGyroMag.std.." "WALKING_DOWNSTAIRS" -0.398350390122449
"222" 1 "fBodyBodyGyroMag.std.." "WALKING_UPSTAIRS" -0.182985518264151
"223" 1 "fBodyGyro.mean...X" "LAYING" -0.850249174586
"224" 1 "fBodyGyro.mean...X" "SITTING" -0.976161464042553
"225" 1 "fBodyGyro.mean...X" "STANDING" -0.986386786037736
"226" 1 "fBodyGyro.mean...X" "WALKING" -0.339032197115789
"227" 1 "fBodyGyro.mean...X" "WALKING_DOWNSTAIRS" -0.352449631363265
"228" 1 "fBodyGyro.mean...X" "WALKING_UPSTAIRS" -0.492611667924528
"229" 1 "fBodyGyro.mean...Y" "LAYING" -0.9521914948
"230" 1 "fBodyGyro.mean...Y" "SITTING" -0.975838585319149
"231" 1 "fBodyGyro.mean...Y" "STANDING" -0.988984455849057
"232" 1 "fBodyGyro.mean...Y" "WALKING" -0.103059416434737
"233" 1 "fBodyGyro.mean...Y" "WALKING_DOWNSTAIRS" -0.0557022524693878
"234" 1 "fBodyGyro.mean...Y" "WALKING_UPSTAIRS" -0.319474609056604
"235" 1 "fBodyGyro.mean...Z" "LAYING" -0.909302721
"236" 1 "fBodyGyro.mean...Z" "SITTING" -0.951315544468085
"237" 1 "fBodyGyro.mean...Z" "STANDING" -0.980773122830189
"238" 1 "fBodyGyro.mean...Z" "WALKING" -0.255940940315789
"239" 1 "fBodyGyro.mean...Z" "WALKING_DOWNSTAIRS" -0.0318694271979592
"240" 1 "fBodyGyro.mean...Z" "WALKING_UPSTAIRS" -0.453597213018868
"241" 1 "fBodyGyro.meanFreq...X" "LAYING" -0.003546795856
"242" 1 "fBodyGyro.meanFreq...X" "SITTING" 0.189153021260851
"243" 1 "fBodyGyro.meanFreq...X" "STANDING" -0.120293020603774
"244" 1 "fBodyGyro.meanFreq...X" "WALKING" 0.0147844986621053
"245" 1 "fBodyGyro.meanFreq...X" "WALKING_DOWNSTAIRS" -0.100453729040816
"246" 1 "fBodyGyro.meanFreq...X" "WALKING_UPSTAIRS" -0.187450247737736
"247" 1 "fBodyGyro.meanFreq...Y" "LAYING" -0.091529130882
"248" 1 "fBodyGyro.meanFreq...Y" "SITTING" 0.0631270669787234
"249" 1 "fBodyGyro.meanFreq...Y" "STANDING" -0.0447191978169811
"250" 1 "fBodyGyro.meanFreq...Y" "WALKING" -0.0657746190010526
"251" 1 "fBodyGyro.meanFreq...Y" "WALKING_DOWNSTAIRS" 0.0825511487183673
"252" 1 "fBodyGyro.meanFreq...Y" "WALKING_UPSTAIRS" -0.473574786603774
"253" 1 "fBodyGyro.meanFreq...Z" "LAYING" 0.01045812566
"254" 1 "fBodyGyro.meanFreq...Z" "SITTING" -0.0297839207446809
"255" 1 "fBodyGyro.meanFreq...Z" "STANDING" 0.100607635139623
"256" 1 "fBodyGyro.meanFreq...Z" "WALKING" 0.00077332156431579
"257" 1 "fBodyGyro.meanFreq...Z" "WALKING_DOWNSTAIRS" -0.0756762067714286
"258" 1 "fBodyGyro.meanFreq...Z" "WALKING_UPSTAIRS" -0.133373904258491
"259" 1 "fBodyGyro.std...X" "LAYING" -0.8822964508
"260" 1 "fBodyGyro.std...X" "SITTING" -0.977904227021277
"261" 1 "fBodyGyro.std...X" "STANDING" -0.987497128679245
"262" 1 "fBodyGyro.std...X" "WALKING" -0.516691938736842
"263" 1 "fBodyGyro.std...X" "WALKING_DOWNSTAIRS" -0.495422486102041
"264" 1 "fBodyGyro.std...X" "WALKING_UPSTAIRS" -0.565892490754717
"265" 1 "fBodyGyro.std...Y" "LAYING" -0.9512320494
"266" 1 "fBodyGyro.std...Y" "SITTING" -0.962345042553192
"267" 1 "fBodyGyro.std...Y" "STANDING" -0.987107727735849
"268" 1 "fBodyGyro.std...Y" "WALKING" -0.0335081597884211
"269" 1 "fBodyGyro.std...Y" "WALKING_DOWNSTAIRS" -0.181414728657143
"270" 1 "fBodyGyro.std...Y" "WALKING_UPSTAIRS" 0.151538905566038
"271" 1 "fBodyGyro.std...Z" "LAYING" -0.9165825082
"272" 1 "fBodyGyro.std...Z" "SITTING" -0.94391784106383
"273" 1 "fBodyGyro.std...Z" "STANDING" -0.98234533
"274" 1 "fBodyGyro.std...Z" "WALKING" -0.436562227473684
"275" 1 "fBodyGyro.std...Z" "WALKING_DOWNSTAIRS" -0.238443565306122
"276" 1 "fBodyGyro.std...Z" "WALKING_UPSTAIRS" -0.57170784
"277" 1 "tBodyAcc.mean...X" "LAYING" 0.22159824394
"278" 1 "tBodyAcc.mean...X" "SITTING" 0.261237565425532
"279" 1 "tBodyAcc.mean...X" "STANDING" 0.278917629056604
"280" 1 "tBodyAcc.mean...X" "WALKING" 0.277330758736842
"281" 1 "tBodyAcc.mean...X" "WALKING_DOWNSTAIRS" 0.289188320408163
"282" 1 "tBodyAcc.mean...X" "WALKING_UPSTAIRS" 0.255461689622641
"283" 1 "tBodyAcc.mean...Y" "LAYING" -0.0405139534294
"284" 1 "tBodyAcc.mean...Y" "SITTING" -0.00130828765170213
"285" 1 "tBodyAcc.mean...Y" "STANDING" -0.0161375901037736
"286" 1 "tBodyAcc.mean...Y" "WALKING" -0.0173838185273684
"287" 1 "tBodyAcc.mean...Y" "WALKING_DOWNSTAIRS" -0.00991850461020408
"288" 1 "tBodyAcc.mean...Y" "WALKING_UPSTAIRS" -0.0239531492643396
"289" 1 "tBodyAcc.mean...Z" "LAYING" -0.11320355358
"290" 1 "tBodyAcc.mean...Z" "SITTING" -0.104544182255319
"291" 1 "tBodyAcc.mean...Z" "STANDING" -0.110601817735849
"292" 1 "tBodyAcc.mean...Z" "WALKING" -0.111148103547368
"293" 1 "tBodyAcc.mean...Z" "WALKING_DOWNSTAIRS" -0.107566190908163
"294" 1 "tBodyAcc.mean...Z" "WALKING_UPSTAIRS" -0.0973020020943396
"295" 1 "tBodyAcc.std...X" "LAYING" -0.9280564692
"296" 1 "tBodyAcc.std...X" "SITTING" -0.977229008297872
"297" 1 "tBodyAcc.std...X" "STANDING" -0.995759901509434
"298" 1 "tBodyAcc.std...X" "WALKING" -0.283740258842105
"299" 1 "tBodyAcc.std...X" "WALKING_DOWNSTAIRS" 0.0300353383483878
"300" 1 "tBodyAcc.std...X" "WALKING_UPSTAIRS" -0.35470802509434
"301" 1 "tBodyAcc.std...Y" "LAYING" -0.83682740562
"302" 1 "tBodyAcc.std...Y" "SITTING" -0.922618641914894
"303" 1 "tBodyAcc.std...Y" "STANDING" -0.973190056415094
"304" 1 "tBodyAcc.std...Y" "WALKING" 0.114461336747368
"305" 1 "tBodyAcc.std...Y" "WALKING_DOWNSTAIRS" -0.0319359434489796
"306" 1 "tBodyAcc.std...Y" "WALKING_UPSTAIRS" -0.00232026501698113
"307" 1 "tBodyAcc.std...Z" "LAYING" -0.826061401628
"308" 1 "tBodyAcc.std...Z" "SITTING" -0.93958629106383
"309" 1 "tBodyAcc.std...Z" "STANDING" -0.979775876981132
"310" 1 "tBodyAcc.std...Z" "WALKING" -0.260027902210526
"311" 1 "tBodyAcc.std...Z" "WALKING_DOWNSTAIRS" -0.230434213204082
"312" 1 "tBodyAcc.std...Z" "WALKING_UPSTAIRS" -0.0194792388471698
"313" 1 "tBodyAccJerk.mean...X" "LAYING" 0.0810865342
"314" 1 "tBodyAccJerk.mean...X" "SITTING" 0.0774825199574468
"315" 1 "tBodyAccJerk.mean...X" "STANDING" 0.0753766542264151
"316" 1 "tBodyAccJerk.mean...X" "WALKING" 0.0740416333157895
"317" 1 "tBodyAccJerk.mean...X" "WALKING_DOWNSTAIRS" 0.0541553164897959
"318" 1 "tBodyAccJerk.mean...X" "WALKING_UPSTAIRS" 0.101372729922642
"319" 1 "tBodyAccJerk.mean...Y" "LAYING" 0.0038382040088
"320" 1 "tBodyAccJerk.mean...Y" "SITTING" -0.000619102785106384
"321" 1 "tBodyAccJerk.mean...Y" "STANDING" 0.00797573092830189
"322" 1 "tBodyAccJerk.mean...Y" "WALKING" 0.0282721095884211
"323" 1 "tBodyAccJerk.mean...Y" "WALKING_DOWNSTAIRS" 0.0296504490408163
"324" 1 "tBodyAccJerk.mean...Y" "WALKING_UPSTAIRS" 0.0194863076188679
"325" 1 "tBodyAccJerk.mean...Z" "LAYING" 0.010834236361
"326" 1 "tBodyAccJerk.mean...Z" "SITTING" -0.00336779235021277
"327" 1 "tBodyAccJerk.mean...Z" "STANDING" -0.00368524954709434
"328" 1 "tBodyAccJerk.mean...Z" "WALKING" -0.00416840617789474
"329" 1 "tBodyAccJerk.mean...Z" "WALKING_DOWNSTAIRS" -0.0109719730183673
"330" 1 "tBodyAccJerk.mean...Z" "WALKING_UPSTAIRS" -0.0455625449113208
"331" 1 "tBodyAccJerk.std...X" "LAYING" -0.958482112
"332" 1 "tBodyAccJerk.std...X" "SITTING" -0.986430711276596
"333" 1 "tBodyAccJerk.std...X" "STANDING" -0.994604542264151
"334" 1 "tBodyAccJerk.std...X" "WALKING" -0.113615602435789
"335" 1 "tBodyAccJerk.std...X" "WALKING_DOWNSTAIRS" -0.012283860544898
"336" 1 "tBodyAccJerk.std...X" "WALKING_UPSTAIRS" -0.446843887735849
"337" 1 "tBodyAccJerk.std...Y" "LAYING" -0.9241492736
"338" 1 "tBodyAccJerk.std...Y" "SITTING" -0.981371965319149
"339" 1 "tBodyAccJerk.std...Y" "STANDING" -0.98564873245283
"340" 1 "tBodyAccJerk.std...Y" "WALKING" 0.0670025007684211
